cluster,city,item,ownership,underutilisation,income_group,age,gender,education
Gothenburg_25,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_26,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_27,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_28,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_29,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_30,Gothenburg,Steam cleaner,0,,Below median,26–35,Other,Higher education
Gothenburg_31,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_32,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_33,Gothenburg,Steam cleaner,0,,Above median,46–55,Man,Secondary / vocational education
Gothenburg_34,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_35,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_36,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_37,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_38,Gothenburg,Steam cleaner,0,,Below median,65+,Prefer not to say,Secondary / vocational education
Gothenburg_39,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_40,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Gothenburg_41,Gothenburg,Steam cleaner,0,,Below median,18–25,Woman,Higher education
Gothenburg_42,Gothenburg,Steam cleaner,0,,Below median,46–55,Prefer not to say,Higher education
Gothenburg_43,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Doctorate / PhD
Gothenburg_44,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_45,Gothenburg,Steam cleaner,1,1.0,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_46,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Secondary / vocational education
Gothenburg_47,Gothenburg,Steam cleaner,0,,Below median,46–55,Other,Higher education
Gothenburg_48,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_49,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_50,Gothenburg,Steam cleaner,0,,Below median,18–25,Woman,Secondary / vocational education
Gothenburg_51,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Higher education
Gothenburg_52,Gothenburg,Steam cleaner,0,,Below median,26–35,Prefer not to say,Secondary / vocational education
Gothenburg_53,Gothenburg,Steam cleaner,1,1.0,Above median,46–55,Man,Higher education
Gothenburg_54,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Higher education
Gothenburg_55,Gothenburg,Steam cleaner,0,,Around median,26–35,Man,Higher education
Gothenburg_56,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_57,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_58,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Gothenburg_59,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_60,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Secondary / vocational education
Gothenburg_61,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_62,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Primary education
Gothenburg_63,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Gothenburg_64,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_65,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_66,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Doctorate / PhD
Gothenburg_67,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_68,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_69,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_70,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_71,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_72,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_73,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_74,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Higher education
Gothenburg_75,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Higher education
Gothenburg_76,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_77,Gothenburg,Steam cleaner,1,0.0,Around median,46–55,Man,Secondary / vocational education
Gothenburg_78,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_79,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_80,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_81,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_82,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_83,Gothenburg,Steam cleaner,1,0.0,Around median,26–35,Woman,Higher education
Gothenburg_84,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_85,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Higher education
Gothenburg_86,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_87,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_88,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_89,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_90,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_91,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_92,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_93,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_94,Gothenburg,Steam cleaner,0,,Around median,26–35,Man,Secondary / vocational education
Gothenburg_95,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Gothenburg_96,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Secondary / vocational education
Gothenburg_97,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_98,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_99,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_100,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_101,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_102,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_103,Gothenburg,Steam cleaner,0,,Above median,26–35,Other,Higher education
Gothenburg_104,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_105,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_106,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_107,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_108,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_109,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Higher education
Gothenburg_110,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_111,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_112,Gothenburg,Steam cleaner,1,0.0,Around median,56–65,Man,Higher education
Gothenburg_113,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_114,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Secondary / vocational education
Gothenburg_115,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Primary education
Gothenburg_116,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_117,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_118,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_119,Gothenburg,Steam cleaner,0,,Above median,46–55,Man,Higher education
Gothenburg_120,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_121,Gothenburg,Steam cleaner,0,,Around median,36–45,Man,Secondary / vocational education
Gothenburg_122,Gothenburg,Steam cleaner,1,0.0,Above median,26–35,Woman,Higher education
Gothenburg_123,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_124,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_125,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_126,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_127,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_128,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Gothenburg_129,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_130,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_131,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_132,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_133,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_134,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Secondary / vocational education
Gothenburg_135,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_136,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_137,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_138,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Primary education
Gothenburg_139,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Higher education
Gothenburg_140,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_141,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_142,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_143,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_144,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_145,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Secondary / vocational education
Gothenburg_146,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_147,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_148,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_149,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_150,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Higher education
Gothenburg_151,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_152,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_153,Gothenburg,Steam cleaner,0,,Above median,65+,Man,Higher education
Gothenburg_154,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_155,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_156,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_157,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Higher education
Gothenburg_158,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Doctorate / PhD
Gothenburg_159,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_160,Gothenburg,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Gothenburg_161,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_162,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_163,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_164,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_165,Gothenburg,Steam cleaner,1,1.0,Below median,65+,Man,Secondary / vocational education
Gothenburg_166,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Secondary / vocational education
Gothenburg_167,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_168,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Gothenburg_169,Gothenburg,Steam cleaner,0,,Above median,65+,Man,Secondary / vocational education
Gothenburg_170,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_171,Gothenburg,Steam cleaner,0,,Above median,46–55,Man,Secondary / vocational education
Gothenburg_172,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Secondary / vocational education
Gothenburg_173,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_174,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Secondary / vocational education
Gothenburg_175,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_176,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Secondary / vocational education
Gothenburg_177,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_178,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_179,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_180,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_181,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_182,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Secondary / vocational education
Gothenburg_183,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_184,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_185,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Secondary / vocational education
Gothenburg_186,Gothenburg,Steam cleaner,1,1.0,Above median,56–65,Man,Higher education
Gothenburg_187,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_188,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_189,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_190,Gothenburg,Steam cleaner,0,,Around median,56–65,Man,Higher education
Gothenburg_191,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_192,Gothenburg,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Gothenburg_193,Gothenburg,Steam cleaner,0,,Below median,46–55,Prefer not to say,Secondary / vocational education
Gothenburg_194,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Doctorate / PhD
Gothenburg_195,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_196,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_197,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Secondary / vocational education
Gothenburg_198,Gothenburg,Steam cleaner,0,,Around median,36–45,Man,Secondary / vocational education
Gothenburg_199,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_200,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_201,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_202,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_203,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_204,Gothenburg,Steam cleaner,0,,Below median,18–25,Man,Secondary / vocational education
Gothenburg_205,Gothenburg,Steam cleaner,1,1.0,Above median,36–45,Man,Secondary / vocational education
Gothenburg_206,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_207,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_208,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_209,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_210,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Higher education
Gothenburg_211,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_212,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_213,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_214,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Higher education
Gothenburg_215,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_216,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Primary education
Gothenburg_217,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_218,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Higher education
Gothenburg_219,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_220,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_221,Gothenburg,Steam cleaner,0,,Below median,36–45,Prefer not to say,Higher education
Gothenburg_222,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_223,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Secondary / vocational education
Gothenburg_224,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_225,Gothenburg,Steam cleaner,1,0.0,Above median,46–55,Woman,Doctorate / PhD
Gothenburg_226,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_227,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Secondary / vocational education
Gothenburg_228,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Primary education
Gothenburg_229,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_230,Gothenburg,Steam cleaner,1,1.0,Around median,36–45,Man,Secondary / vocational education
Gothenburg_231,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_232,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_233,Gothenburg,Steam cleaner,1,0.0,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_234,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_235,Gothenburg,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Gothenburg_236,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_237,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_238,Gothenburg,Steam cleaner,1,0.0,Below median,26–35,Woman,Higher education
Gothenburg_239,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Higher education
Gothenburg_240,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_241,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_242,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_243,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_244,Gothenburg,Steam cleaner,0,,Above median,46–55,Man,Higher education
Gothenburg_245,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_246,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_247,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Primary education
Gothenburg_248,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_249,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Doctorate / PhD
Gothenburg_250,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_251,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_252,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_253,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_254,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_255,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_256,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_257,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_258,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Secondary / vocational education
Gothenburg_259,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_260,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_261,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_262,Gothenburg,Steam cleaner,0,,Below median,56–65,Other,Higher education
Gothenburg_263,Gothenburg,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Gothenburg_264,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_265,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_266,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Gothenburg_267,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_268,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Primary education
Gothenburg_269,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_270,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Gothenburg_271,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_272,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_273,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_274,Gothenburg,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Gothenburg_275,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Primary education
Gothenburg_276,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Higher education
Gothenburg_277,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_278,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_279,Gothenburg,Steam cleaner,1,1.0,Around median,36–45,Woman,Secondary / vocational education
Gothenburg_280,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_281,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_282,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_283,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_284,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Gothenburg_285,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_286,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Secondary / vocational education
Gothenburg_287,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_288,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_289,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_290,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_291,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_292,Gothenburg,Steam cleaner,0,,Around median,36–45,Man,Higher education
Gothenburg_293,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Secondary / vocational education
Gothenburg_294,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_295,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_296,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_297,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_298,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_299,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_300,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_301,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_302,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Gothenburg_303,Gothenburg,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Gothenburg_304,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_305,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_306,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Secondary / vocational education
Gothenburg_307,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_308,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_309,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_310,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_311,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_312,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_313,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_314,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_315,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_316,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_317,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_318,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Gothenburg_319,Gothenburg,Steam cleaner,1,1.0,Below median,46–55,Man,Secondary / vocational education
Gothenburg_320,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_321,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_322,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_323,Gothenburg,Steam cleaner,0,,Below median,36–45,Prefer not to say,Secondary / vocational education
Gothenburg_324,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Secondary / vocational education
Gothenburg_325,Gothenburg,Steam cleaner,0,,Around median,26–35,Woman,Higher education
