cluster,city,item,ownership,underutilisation,income_group,age,gender,education
Gothenburg_326,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Doctorate / PhD
Gothenburg_327,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_328,Gothenburg,Steam cleaner,1,1.0,Below median,36–45,Man,Secondary / vocational education
Gothenburg_329,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Higher education
Gothenburg_330,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_331,Gothenburg,Steam cleaner,0,,Below median,18–25,Woman,Secondary / vocational education
Gothenburg_332,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_333,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_334,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_335,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_336,Gothenburg,Steam cleaner,1,1.0,Below median,56–65,Woman,Higher education
Gothenburg_337,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Secondary / vocational education
Gothenburg_338,Gothenburg,Steam cleaner,0,,Above median,56–65,Man,Higher education
Gothenburg_339,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_340,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_341,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_342,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_343,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Primary education
Gothenburg_344,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_345,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_346,Gothenburg,Steam cleaner,0,,Around median,18–25,Woman,Higher education
Gothenburg_347,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_348,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_349,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_350,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_351,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Primary education
Gothenburg_352,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_353,Gothenburg,Steam cleaner,0,,Around median,46–55,Man,Secondary / vocational education
Gothenburg_354,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_355,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_356,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_357,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_358,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Gothenburg_359,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_360,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Secondary / vocational education
Gothenburg_361,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Secondary / vocational education
Gothenburg_362,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Doctorate / PhD
Gothenburg_363,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_364,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_365,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_366,Gothenburg,Steam cleaner,0,,Around median,36–45,Woman,Secondary / vocational education
Gothenburg_367,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_368,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_369,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Gothenburg_370,Gothenburg,Steam cleaner,1,0.0,Above median,26–35,Prefer not to say,Higher education
Gothenburg_371,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_372,Gothenburg,Steam cleaner,1,1.0,Around median,36–45,Woman,Doctorate / PhD
Gothenburg_373,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_374,Gothenburg,Steam cleaner,0,,Below median,18–25,Woman,Secondary / vocational education
Gothenburg_375,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_376,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_377,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_378,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_379,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_380,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Gothenburg_381,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_382,Gothenburg,Steam cleaner,0,,Above median,46–55,Man,Secondary / vocational education
Gothenburg_383,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_384,Gothenburg,Steam cleaner,0,,Below median,36–45,Other,Higher education
Gothenburg_385,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_386,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_387,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Secondary / vocational education
Gothenburg_388,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_389,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Primary education
Gothenburg_390,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_391,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_392,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_393,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_394,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_395,Gothenburg,Steam cleaner,0,,Below median,26–35,Man,Secondary / vocational education
Gothenburg_396,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_397,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_398,Gothenburg,Steam cleaner,1,1.0,Above median,36–45,Man,Secondary / vocational education
Gothenburg_399,Gothenburg,Steam cleaner,0,,Above median,26–35,Man,Higher education
Gothenburg_400,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Primary education
Gothenburg_401,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Gothenburg_402,Gothenburg,Steam cleaner,1,1.0,Above median,26–35,Woman,Higher education
Gothenburg_403,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Secondary / vocational education
Gothenburg_404,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_405,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_406,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Higher education
Gothenburg_407,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_408,Gothenburg,Steam cleaner,1,1.0,Around median,65+,Woman,Higher education
Gothenburg_409,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_410,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_411,Gothenburg,Steam cleaner,0,,Around median,46–55,Man,Secondary / vocational education
Gothenburg_412,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_413,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Gothenburg_414,Gothenburg,Steam cleaner,0,,Around median,56–65,Woman,Secondary / vocational education
Gothenburg_415,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Primary education
Gothenburg_416,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Higher education
Gothenburg_417,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Gothenburg_418,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Secondary / vocational education
Gothenburg_419,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_420,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Primary education
Gothenburg_421,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Secondary / vocational education
Gothenburg_422,Gothenburg,Steam cleaner,0,,Below median,18–25,Woman,Primary education
Gothenburg_423,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_424,Gothenburg,Steam cleaner,1,1.0,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_425,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_426,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_427,Gothenburg,Steam cleaner,0,,Around median,36–45,Man,Secondary / vocational education
Gothenburg_428,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_429,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Gothenburg_430,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_431,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_432,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_433,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_434,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_435,Gothenburg,Steam cleaner,0,,Above median,65+,Woman,Secondary / vocational education
Gothenburg_436,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_437,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_438,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Secondary / vocational education
Gothenburg_439,Gothenburg,Steam cleaner,1,1.0,Above median,46–55,Man,Higher education
Gothenburg_440,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_441,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_442,Gothenburg,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Gothenburg_443,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_444,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Gothenburg_445,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Higher education
Gothenburg_446,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Secondary / vocational education
Gothenburg_447,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_448,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_449,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_450,Gothenburg,Steam cleaner,1,1.0,Below median,36–45,Man,Secondary / vocational education
Gothenburg_451,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Gothenburg_452,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_453,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_454,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_455,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Doctorate / PhD
Gothenburg_456,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Secondary / vocational education
Gothenburg_457,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_458,Gothenburg,Steam cleaner,0,,Above median,36–45,Woman,Secondary / vocational education
Gothenburg_459,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_460,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_461,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Gothenburg_462,Gothenburg,Steam cleaner,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_463,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_464,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_465,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_466,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_467,Gothenburg,Steam cleaner,1,0.0,Above median,36–45,Woman,Higher education
Gothenburg_468,Gothenburg,Steam cleaner,0,,Below median,65+,Man,Primary education
Gothenburg_469,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Secondary / vocational education
Gothenburg_470,Gothenburg,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Gothenburg_471,Gothenburg,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Gothenburg_472,Gothenburg,Steam cleaner,1,1.0,Above median,46–55,Prefer not to say,Higher education
Gothenburg_473,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_474,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Gothenburg_475,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_476,Gothenburg,Steam cleaner,0,,Around median,65+,Woman,Higher education
Gothenburg_477,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Gothenburg_478,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Gothenburg_479,Gothenburg,Steam cleaner,0,,Around median,36–45,Prefer not to say,Higher education
Gothenburg_480,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_481,Gothenburg,Steam cleaner,1,0.0,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_482,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Gothenburg_483,Gothenburg,Steam cleaner,0,,Above median,36–45,Man,Higher education
Gothenburg_484,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Primary education
Gothenburg_485,Gothenburg,Steam cleaner,0,,Below median,46–55,Woman,Secondary / vocational education
Gothenburg_486,Gothenburg,Steam cleaner,0,,Above median,56–65,Woman,Secondary / vocational education
Gothenburg_487,Gothenburg,Steam cleaner,0,,Below median,65+,Woman,Higher education
Gothenburg_488,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_489,Gothenburg,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Gothenburg_490,Gothenburg,Steam cleaner,1,0.0,Below median,26–35,Man,Secondary / vocational education
Gothenburg_491,Gothenburg,Steam cleaner,0,,Above median,56–65,Prefer not to say,Higher education
Gothenburg_492,Gothenburg,Steam cleaner,0,,Above median,46–55,Woman,Secondary / vocational education
Gothenburg_493,Gothenburg,Steam cleaner,0,,Below median,56–65,Woman,Secondary / vocational education
Gothenburg_494,Gothenburg,Steam cleaner,0,,Below median,36–45,Man,Secondary / vocational education
Gothenburg_495,Gothenburg,Steam cleaner,0,,Below median,46–55,Man,Secondary / vocational education
Gothenburg_0,Gothenburg,Drill,1,0.0,Above median,26–35,Woman,Higher education
Gothenburg_1,Gothenburg,Drill,0,,Above median,46–55,Woman,Higher education
Gothenburg_2,Gothenburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Gothenburg_3,Gothenburg,Drill,1,1.0,Below median,36–45,Man,Secondary / vocational education
Gothenburg_4,Gothenburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Gothenburg_5,Gothenburg,Drill,1,1.0,Above median,36–45,Man,Higher education
Gothenburg_6,Gothenburg,Drill,1,1.0,Above median,36–45,Woman,Higher education
Gothenburg_7,Gothenburg,Drill,1,0.0,Above median,26–35,Man,Higher education
Gothenburg_8,Gothenburg,Drill,0,,Below median,26–35,Woman,Secondary / vocational education
Gothenburg_9,Gothenburg,Drill,0,,Around median,26–35,Woman,Higher education
